source,target,target_type,relation
佛手,本经逢原,Literature,cited_by
佛手,本草汇言,Literature,cited_by
佛手,阴虚燥咳，咯血、吐血或内有实热者慎用,Contraindication,has_contraindication
川楝子,舒肝、行气止痛,Efficacy,has_efficacy
川楝子,驱虫,Efficacy,has_efficacy
川楝子,理气药,Category,belongs_to
川楝子,甘肃,Origin,produced_in
川楝子,河南,Origin,produced_in
川楝子,湖北,Origin,produced_in
川楝子,湖南,Origin,produced_in
川楝子,广西,Origin,produced_in
川楝子,四川,Origin,produced_in
川楝子,贵州,Origin,produced_in
川楝子,云南等地,Origin,produced_in
川楝子,湖北中草药志,Literature,cited_by
川楝子,医林纂要,Literature,cited_by
川楝子,药性论,Literature,cited_by
川楝子,纲目,Literature,cited_by
川楝子,医方集解,Literature,cited_by
川楝子,圣惠方,Literature,cited_by
川楝子,浙江药用植物志,Literature,cited_by
川楝子,本经,Literature,cited_by
川楝子,卫生宝鉴,Literature,cited_by
川楝子,摘元方,Literature,cited_by
川楝子,脾胃虚寒者忌服,Contraindication,has_contraindication
娑罗子,宽中,Efficacy,has_efficacy
娑罗子,理气,Efficacy,has_efficacy
娑罗子,杀虫,Efficacy,has_efficacy
娑罗子,理气药,Category,belongs_to
娑罗子,《益部方物略记,Literature,cited_by
娑罗子,纲目,Literature,cited_by
娑罗子,本草纲目拾遗,Literature,cited_by
娑罗子,通雅,Literature,cited_by
娑罗子,浙江药用植物志,Literature,cited_by
娑罗子,纲目拾遗,Literature,cited_by
娑罗子,杨春涯经验方,Literature,cited_by
娑罗子,百草镜,Literature,cited_by
刺猬皮,降气定痛,Efficacy,has_efficacy
刺猬皮,凉血止血,Efficacy,has_efficacy
刺猬皮,理气药,Category,belongs_to
刺猬皮,药性论,Literature,cited_by
刺猬皮,千金方,Literature,cited_by
刺猬皮,普济方,Literature,cited_by
刺猬皮,简要济众方,Literature,cited_by
刺猬皮,中草药新医疗法资料选编,Literature,cited_by
刺猬皮,本草经集注,Literature,cited_by
刺猬皮,本经,Literature,cited_by
刺猬皮,吉林中草药,Literature,cited_by
刺猬皮,本经逢原,Literature,cited_by
刺猬皮,"孕妇禁忌《本草经集注》：""得酒良畏桔梗、麦门冬""",Contraindication,has_contraindication
相思子,清热解毒,Efficacy,has_efficacy
相思子,怯痰,Efficacy,has_efficacy
相思子,杀虫,Efficacy,has_efficacy
相思子,驱虫止虫药,Category,belongs_to
相思子,广东,Origin,produced_in
相思子,广西,Origin,produced_in
相思子,福建,Origin,produced_in
相思子,云南,Origin,produced_in
相思子,台湾等地,Origin,produced_in
相思子,本草拾遗,Literature,cited_by
相思子,千金方,Literature,cited_by
相思子,现代实用中药,Literature,cited_by
相思子,外用捣烂涂敷患处,Contraindication,has_contraindication
大风子,祛风燥湿、攻毒杀虫,Efficacy,has_efficacy
大风子,驱虫止虫药,Category,belongs_to
大风子,泰国,Origin,produced_in
大风子,越南,Origin,produced_in
大风子,柬埔寨,Origin,produced_in
大风子,印度尼西亚,Origin,produced_in
大风子,印度等国,Origin,produced_in
大风子,疠疡机要,Literature,cited_by
大风子,国药的药理学,Literature,cited_by
大风子,医林纂要,Literature,cited_by
大风子,纲目,Literature,cited_by
大风子,血证论,Literature,cited_by
大风子,中草药学,Literature,cited_by
大风子,寿域神方,Literature,cited_by
大风子,岭南卫生方,Literature,cited_by
大风子,仙拈集,Literature,cited_by
大风子,有毒，一般作外用，内服需医嘱,Contraindication,has_contraindication
狼毒,逐水祛痰,Efficacy,has_efficacy
狼毒,破积杀虫,Efficacy,has_efficacy
狼毒,驱虫止虫药,Category,belongs_to
狼毒,黑龙江,Origin,produced_in
狼毒,吉林,Origin,produced_in
狼毒,辽宁,Origin,produced_in
狼毒,内蒙古,Origin,produced_in
狼毒,河北,Origin,produced_in
狼毒,河南,Origin,produced_in
狼毒,山西等地,Origin,produced_in
狼毒,高原中草药治疗手册,Literature,cited_by
狼毒,药性论,Literature,cited_by
狼毒,滇南本草,Literature,cited_by
狼毒,中草药新医疗法资料选编,Literature,cited_by
狼毒,圣惠方,Literature,cited_by
狼毒,安徽中草药,Literature,cited_by
狼毒,本经,Literature,cited_by
狼毒,全国中草药汇编,Literature,cited_by
狼毒,有毒，一般作外用，内服需医嘱孕妇禁服不宜与密陀僧同用,Contraindication,has_contraindication
雷公藤,祛风除湿,Efficacy,has_efficacy
雷公藤,活血通络,Efficacy,has_efficacy
雷公藤,消肿止痛,Efficacy,has_efficacy
雷公藤,杀虫解毒,Efficacy,has_efficacy
雷公藤,驱虫止虫药,Category,belongs_to
雷公藤,草药手册,Literature,cited_by
雷公藤,湖南药物志,Literature,cited_by
雷公藤,有大毒，内服宜慎凡疮痒出血者慎用,Contraindication,has_contraindication
木槿皮,清热利湿,Efficacy,has_efficacy
木槿皮,杀虫止痒,Efficacy,has_efficacy
木槿皮,驱虫止虫药,Category,belongs_to
木槿皮,纂要奇方,Literature,cited_by
木槿皮,纲目,Literature,cited_by
木槿皮,简便单方,Literature,cited_by
木槿皮,养生经验合集,Literature,cited_by
木槿皮,陕西中药志,Literature,cited_by
木槿皮,鲁府禁方,Literature,cited_by
木槿皮,王仲勉经验方,Literature,cited_by
木槿皮,安徽中草药,Literature,cited_by
木槿皮,本草拾遗,Literature,cited_by
木槿皮,外科正宗,Literature,cited_by
木槿皮,扶寿精方,Literature,cited_by
木槿皮,救急方,Literature,cited_by
木槿皮,湿热者慎服,Contraindication,has_contraindication
皂角刺,搜风,Efficacy,has_efficacy
皂角刺,拔毒,Efficacy,has_efficacy
皂角刺,消肿,Efficacy,has_efficacy
皂角刺,排脓,Efficacy,has_efficacy
皂角刺,驱虫止虫药,Category,belongs_to
皂角刺,袖珍方,Literature,cited_by
皂角刺,抗癌本草,Literature,cited_by
皂角刺,静月山人家传秘方,Literature,cited_by
皂角刺,四川中药志,Literature,cited_by
皂角刺,纲目,Literature,cited_by
皂角刺,简便单方,Literature,cited_by
皂角刺,熊氏妇人良方补遗,Literature,cited_by
皂角刺,仁斋直指方,Literature,cited_by
皂角刺,安徽中草药,Literature,cited_by
皂角刺,民间秘方,Literature,cited_by
皂角刺,本草图经,Literature,cited_by
皂角刺,本草崇原,Literature,cited_by
皂角刺,痈疽已溃不宜服，孕妇亦忌之,Contraindication,has_contraindication
雄黄,燥湿祛风,Efficacy,has_efficacy
雄黄,杀虫解毒,Efficacy,has_efficacy
雄黄,驱虫止虫药,Category,belongs_to
雄黄,本草通玄,Literature,cited_by
雄黄,千金翼方,Literature,cited_by
雄黄,山东医刊,Literature,cited_by
雄黄,世医得效方,Literature,cited_by
雄黄,纲目,Literature,cited_by
雄黄,圣济总录,Literature,cited_by
雄黄,医方易简,Literature,cited_by
雄黄,鲁府禁方,Literature,cited_by
雄黄,姜月峰家传方,Literature,cited_by
雄黄,本经,Literature,cited_by
雄黄,方脉正宗,Literature,cited_by
雄黄,仁斋直指方,Literature,cited_by
雄黄,全展选编?皮肤疾病,Literature,cited_by
雄黄,别录,Literature,cited_by
雄黄,阴亏血虚及孕妇忌服《本草通玄》：血虚大忌用之内服宜慎，中病即止，不可多服久服,Contraindication,has_contraindication
硫黄,杀虫、解毒、疗疮、助阳,Efficacy,has_efficacy
硫黄,驱虫止虫，补虚药,Category,belongs_to
硫黄,药性论,Literature,cited_by
硫黄,普济方,Literature,cited_by
硫黄,日华子本草,Literature,cited_by
硫黄,得配本草,Literature,cited_by
硫黄,本经,Literature,cited_by
硫黄,种杏仙方,Literature,cited_by
硫黄,仁斋直指方,Literature,cited_by
硫黄,别录,Literature,cited_by
硫黄,奇效良方,Literature,cited_by
硫黄,千金方,Literature,cited_by
硫黄,肘后方,Literature,cited_by
硫黄,经验广集,Literature,cited_by
硫黄,纲目拾遗,Literature,cited_by
硫黄,海药本草,Literature,cited_by
硫黄,梅师集验方,Literature,cited_by
硫黄,本经逢原,Literature,cited_by
硫黄,纲目,Literature,cited_by
硫黄,圣济总录,Literature,cited_by
硫黄,药对,Literature,cited_by
硫黄,圣惠方,Literature,cited_by
硫黄,百一选方,Literature,cited_by
硫黄,局方,Literature,cited_by
南瓜子,杀虫,Efficacy,has_efficacy
南瓜子,下乳,Efficacy,has_efficacy
南瓜子,利水消肿,Efficacy,has_efficacy
南瓜子,驱虫止虫、利水消肿药,Category,belongs_to
南瓜子,全国各地都有。,Origin,produced_in
南瓜子,验方选集,Literature,cited_by
南瓜子,药植图鉴,Literature,cited_by
南瓜子,四川中药志,Literature,cited_by
南瓜子,食物中药与便方,Literature,cited_by
南瓜子,江西中医药,Literature,cited_by
南瓜子,国医导报,Literature,cited_by
南瓜子,闽东本草,Literature,cited_by
南瓜子,青岛中草药手册,Literature,cited_by
南瓜子,岭南草药志,Literature,cited_by
南瓜子,脾胃虚寒者忌服,Contraindication,has_contraindication
蛇床子,解毒杀虫 燥湿 祛风,Efficacy,has_efficacy
蛇床子,驱虫止虫、补虚药,Category,belongs_to
蛇床子,永类钤方,Literature,cited_by
蛇床子,草药手册,Literature,cited_by
蛇床子,药性论,Literature,cited_by
蛇床子,千金方,Literature,cited_by
蛇床子,僧深集方,Literature,cited_by
蛇床子,古今医鉴,Literature,cited_by
蛇床子,濒湖集简方,Literature,cited_by
蛇床子,普济方,Literature,cited_by
蛇床子,仙拈集,Literature,cited_by
蛇床子,本草经集注,Literature,cited_by
蛇床子,日华子本草,Literature,cited_by
蛇床子,圣惠方,Literature,cited_by
蛇床子,本经,Literature,cited_by
蛇床子,金匮要略,Literature,cited_by
蛇床子,本草经疏,Literature,cited_by
蛇床子,方脉正宗,Literature,cited_by
蛇床子,本经逢原,Literature,cited_by
蛇床子,别录,Literature,cited_by
蜂房,祛风,Efficacy,has_efficacy
蜂房,功毒,Efficacy,has_efficacy
蜂房,杀虫,Efficacy,has_efficacy
蜂房,止痛,Efficacy,has_efficacy
蜂房,驱虫止虫药,Category,belongs_to
蜂房,四川,Origin,produced_in
蜂房,湖北,Origin,produced_in
蜂房,云南,Origin,produced_in
蜂房,广东,Origin,produced_in
蜂房,广西等地,Origin,produced_in
蜂房,草医草药简便验方汇编,Literature,cited_by
蜂房,全展选编?皮肤科,Literature,cited_by
蜂房,千金方,Literature,cited_by
蜂房,十便良方,Literature,cited_by
蜂房,纲目,Literature,cited_by
蜂房,食医心镜,Literature,cited_by
蜂房,子母秘录,Literature,cited_by
蜂房,千金要方,Literature,cited_by
蜂房,乾坤生意秘韫,Literature,cited_by
蜂房,简要济众方,Literature,cited_by
蜂房,峋嵝神书,Literature,cited_by
蜂房,杨氏家藏方,Literature,cited_by
蜂房,别录,Literature,cited_by
蜂房,唐瑶经验方,Literature,cited_by
蜂房,昆明民间常用草药,Literature,cited_by
蜂房,云南思茅中草药选,Literature,cited_by
蜂房,气虚血弱及肾功能不全者慎服,Contraindication,has_contraindication
五倍子,收涩药,Category,belongs_to
五倍子,全国各地(除青海,Origin,produced_in
五倍子,新疆外),Origin,produced_in
五倍子,医方大成论,Literature,cited_by
五倍子,妇人良方,Literature,cited_by
五倍子,世医得效方,Literature,cited_by
五倍子,纲目,Literature,cited_by
五倍子,四川中药志,Literature,cited_by
五倍子,直指方,Literature,cited_by
五倍子,卫生易简力,Literature,cited_by
五倍子,圣济总录,Literature,cited_by
五倍子,开宝本草,Literature,cited_by
五倍子,圣惠方,Literature,cited_by
五倍子,本草拾遗,Literature,cited_by
五倍子,中医大宝库民间验方,Literature,cited_by
五倍子,唐瑶经验方,Literature,cited_by
五倍子,外感风寒或肺有实热之咳嗽及积滞未清之泻痢忌服,Contraindication,has_contraindication
五味子,收敛固涩,Efficacy,has_efficacy
五味子,益气生津,Efficacy,has_efficacy
五味子,补肾宁心,Efficacy,has_efficacy
五味子,收涩药,Category,belongs_to
五味子,东北,Origin,produced_in
五味子,华北及河南等地,Origin,produced_in
五味子,鸡峰普济方,Literature,cited_by
五味子,千金方,Literature,cited_by
五味子,三因方,Literature,cited_by
五味子,千金要方,Literature,cited_by
五味子,本事方,Literature,cited_by
五味子,日华子本草,Literature,cited_by
五味子,医学入门,Literature,cited_by
五味子,本经,Literature,cited_by
五味子,经验良方,Literature,cited_by
五味子,医学纲目,Literature,cited_by
五味子,卫生家宝方,Literature,cited_by
五味子,备急千金要方,Literature,cited_by
五味子,医方一盘珠,Literature,cited_by
五味子,外有表邪、内有实热或咳嗽初起、痧疹初发者忌服,Contraindication,has_contraindication
南五味子,收敛固涩,Efficacy,has_efficacy
南五味子,益气生津,Efficacy,has_efficacy
南五味子,补肾宁心,Efficacy,has_efficacy
南五味子,收涩药,Category,belongs_to
南五味子,东北,Origin,produced_in
南五味子,华北及河南等地,Origin,produced_in
南五味子,医方一盘珠,Literature,cited_by
南五味子,本事方,Literature,cited_by
南五味子,千金要方,Literature,cited_by
南五味子,外有表邪，内有实热，或咳嗽初起、痧疹初发者忌服,Contraindication,has_contraindication
罂粟壳,收敛固涩,Efficacy,has_efficacy
罂粟壳,益气生津,Efficacy,has_efficacy
罂粟壳,补肾宁心,Efficacy,has_efficacy
罂粟壳,收涩药,Category,belongs_to
罂粟壳,世医得效方,Literature,cited_by
罂粟壳,现代实用中药,Literature,cited_by
罂粟壳,纲目,Literature,cited_by
罂粟壳,咳嗽、泻痢初起，或久痢积滞未消者慎服本品易成瘾，不宜常服；儿童禁用,Contraindication,has_contraindication
诃子,敛肺,Efficacy,has_efficacy
诃子,涩肠,Efficacy,has_efficacy
诃子,下气,Efficacy,has_efficacy
诃子,利咽,Efficacy,has_efficacy
诃子,清凉解毒,Efficacy,has_efficacy
诃子,收涩药,Category,belongs_to
诃子,宣明论方,Literature,cited_by
诃子,药性论,Literature,cited_by
诃子,唐本草,Literature,cited_by
诃子,中草药新医疗法资料选编,Literature,cited_by
诃子,日华子本草,Literature,cited_by
诃子,经验方,Literature,cited_by
诃子,济生方,Literature,cited_by
诃子,凡外邪未解，内有湿热火邪者忌服气虚人忌多服,Contraindication,has_contraindication
银杏叶,益心敛肺,Efficacy,has_efficacy
银杏叶,化湿止泻,Efficacy,has_efficacy
银杏叶,收涩药,Category,belongs_to
银杏叶,中草药手册,Literature,cited_by
银杏叶,中药志,Literature,cited_by
银杏叶,中草药学,Literature,cited_by
银杏叶,滇南本草,Literature,cited_by
银杏叶,陕甘宁青中草药选,Literature,cited_by
银杏叶,全国中草药汇编,Literature,cited_by
银杏叶,品汇精要,Literature,cited_by
银杏叶,有实邪者忌用,Contraindication,has_contraindication
石榴皮,涩肠止泻,Efficacy,has_efficacy
石榴皮,止血,Efficacy,has_efficacy
石榴皮,驱虫,Efficacy,has_efficacy
石榴皮,收涩药,Category,belongs_to
石榴皮,贵州草药,Literature,cited_by
石榴皮,袖珍方,Literature,cited_by
石榴皮,药性论,Literature,cited_by
石榴皮,纲目,Literature,cited_by
石榴皮,滇南本草,Literature,cited_by
石榴皮,全国中草药新医疗法展览会技术资料选编,Literature,cited_by
石榴皮,医钞类编,Literature,cited_by
石榴皮,本草汇言,Literature,cited_by
石榴皮,用量不宜过大痢疾积滞未清者慎服,Contraindication,has_contraindication
禹余粮,涩肠止泻,Efficacy,has_efficacy
禹余粮,止血,Efficacy,has_efficacy
禹余粮,驱虫,Efficacy,has_efficacy
禹余粮,收涩药,Category,belongs_to
禹余粮,药性论,Literature,cited_by
禹余粮,纲目,Literature,cited_by
禹余粮,千金要方,Literature,cited_by
禹余粮,圣济总录,Literature,cited_by
禹余粮,现代实用中药,Literature,cited_by
禹余粮,经验方,Literature,cited_by
禹余粮,胜金方,Literature,cited_by
禹余粮,卫生易简方,Literature,cited_by
禹余粮,秘传大麻疯方,Literature,cited_by
禹余粮,方脉正宗,Literature,cited_by
禹余粮,别录,Literature,cited_by
禹余粮,暴病实邪、孕妇慎用,Contraindication,has_contraindication
赤石脂,涩肠止血,Efficacy,has_efficacy
赤石脂,收湿生肌,Efficacy,has_efficacy
赤石脂,收涩药,Category,belongs_to
赤石脂,药性论,Literature,cited_by
赤石脂,斗门方,Literature,cited_by
赤石脂,纲目,Literature,cited_by
赤石脂,圣济总录,Literature,cited_by
赤石脂,普济方,Literature,cited_by
赤石脂,中草药新医疗法资料选编,Literature,cited_by
赤石脂,圣惠方,Literature,cited_by
赤石脂,金匮要略,Literature,cited_by
赤石脂,伤寒论,Literature,cited_by
赤石脂,湿热积滞者禁服，孕妇慎服不宜与肉桂同用,Contraindication,has_contraindication
肉豆蔻,温中固肠,Efficacy,has_efficacy
肉豆蔻,下气消食,Efficacy,has_efficacy
肉豆蔻,收涩药,Category,belongs_to
肉豆蔻,马来西亚,Origin,produced_in
肉豆蔻,印度尼西亚,Origin,produced_in
肉豆蔻,巴西等国家,Origin,produced_in
肉豆蔻,太平圣惠方,Literature,cited_by
肉豆蔻,中医大宝库收录,Literature,cited_by
肉豆蔻,药性论,Literature,cited_by
肉豆蔻,纲目,Literature,cited_by
肉豆蔻,太平惠民和剂局方,Literature,cited_by
肉豆蔻,圣惠方,Literature,cited_by
肉豆蔻,证治准绳,Literature,cited_by
肉豆蔻,海药本草,Literature,cited_by
肉豆蔻,本草衍义,Literature,cited_by
乌梅,收敛生津,Efficacy,has_efficacy
乌梅,安蛔驱虫,Efficacy,has_efficacy
乌梅,收涩药,Category,belongs_to
乌梅,梅师集验方,Literature,cited_by
乌梅,妇人良方,Literature,cited_by
乌梅,纲目,Literature,cited_by
乌梅,圣济总录,Literature,cited_by
乌梅,肘后方,Literature,cited_by
乌梅,普济方,Literature,cited_by
乌梅,简要济众方,Literature,cited_by
乌梅,中草药新医疗法资料选编,Literature,cited_by
乌梅,日华子本草,Literature,cited_by
乌梅,圣惠方,Literature,cited_by
乌梅,本经,Literature,cited_by
乌梅,疡医大全,Literature,cited_by
乌梅,朱氏集验方,Literature,cited_by
乌梅,济生方,Literature,cited_by
乌梅,感冒发热、肠炎、儿童慎用女性经期及产前、后慎用,Contraindication,has_contraindication
麻黄根,固表止汗,Efficacy,has_efficacy
麻黄根,收涩固表止汗药,Category,belongs_to
麻黄根,吉林,Origin,produced_in
麻黄根,辽宁,Origin,produced_in
麻黄根,河北,Origin,produced_in
麻黄根,河南,Origin,produced_in
麻黄根,山西,Origin,produced_in
麻黄根,陕西,Origin,produced_in
麻黄根,内蒙古,Origin,produced_in
麻黄根,宁夏,Origin,produced_in
麻黄根,甘肃,Origin,produced_in
麻黄根,四川,Origin,produced_in
麻黄根,新疆等,Origin,produced_in
麻黄根,本草,Literature,cited_by
麻黄根,千金方,Literature,cited_by
麻黄根,纲目,Literature,cited_by
麻黄根,四川中药志,Literature,cited_by
麻黄根,范汪方,Literature,cited_by
麻黄根,滇南本草,Literature,cited_by
麻黄根,圣惠方,Literature,cited_by
麻黄根,医心方,Literature,cited_by
麻黄根,谈野翁试验方,Literature,cited_by
麻黄根,全国中草药汇编,Literature,cited_by
麻黄根,局方,Literature,cited_by
麻黄根,表邪者忌服,Contraindication,has_contraindication
糯稻根,养阴除热,Efficacy,has_efficacy
糯稻根,止汗,Efficacy,has_efficacy
糯稻根,收涩固表止汗药,Category,belongs_to
糯稻根,中药大辞典,Literature,cited_by
糯稻根,中草药学,Literature,cited_by
糯稻根,药材学,Literature,cited_by
糯稻根,本草再新,Literature,cited_by
糯稻根,福建药物志,Literature,cited_by
糯稻根,饮片新参,Literature,cited_by
糯稻根,全国中草药汇编,Literature,cited_by
糯稻根,中国医学大辞典,Literature,cited_by
糯稻根,中华本草,Literature,cited_by
糯稻根,药材资料汇编,Literature,cited_by
糯稻根,未知,Contraindication,has_contraindication
红芪,补气升阳,Efficacy,has_efficacy
红芪,固表止汗,Efficacy,has_efficacy
红芪,利水消肿,Efficacy,has_efficacy
红芪,生津养血,Efficacy,has_efficacy
红芪,行滞通痹,Efficacy,has_efficacy
红芪,托毒排脓,Efficacy,has_efficacy
红芪,敛疮生肌,Efficacy,has_efficacy
红芪,补虚、收涩固表止汗药,Category,belongs_to
红芪,内蒙古,Origin,produced_in
红芪,甘肃,Origin,produced_in
红芪,宁夏及四川西部,Origin,produced_in
红芪,中草药学,Literature,cited_by
红芪,四川中药志,Literature,cited_by
红芪,药对,Literature,cited_by
红芪,福建药物志,Literature,cited_by
红芪,本草新编,Literature,cited_by
红芪,本草汇纂,Literature,cited_by
浮小麦,除虚热、止汗,Efficacy,has_efficacy
浮小麦,收涩固表止汗药,Category,belongs_to
浮小麦,全国各地都有。,Origin,produced_in
浮小麦,现代实用中药,Literature,cited_by
浮小麦,本草纲目,Literature,cited_by
浮小麦,本草蒙鉴,Literature,cited_by
浮小麦,中医大宝库,Literature,cited_by
浮小麦,奇方类编,Literature,cited_by
浮小麦,卫生宝鉴,Literature,cited_by
浮小麦,青岛中草药手册,Literature,cited_by
浮小麦,本草汇言,Literature,cited_by
浮小麦,阴阳两虚所致的自汗盗汗者不宜用无汗而烦躁或虚脱汗出者忌用,Contraindication,has_contraindication
地龙,清热定惊,Efficacy,has_efficacy
地龙,通络,Efficacy,has_efficacy
地龙,平喘,Efficacy,has_efficacy
地龙,利尿,Efficacy,has_efficacy
地龙,平肝息风止痉药,Category,belongs_to
地龙,全国各地都有。,Origin,produced_in
地龙,补缺肘后方,Literature,cited_by
地龙,圣济总录,Literature,cited_by
地龙,古今医鉴,Literature,cited_by
地龙,直指方,Literature,cited_by
地龙,罗大伦,Literature,cited_by
地龙,吉林中草药,Literature,cited_by
地龙,中医大宝库,Literature,cited_by
地龙,喉科金钥,Literature,cited_by
地龙,脾胃虚寒者不宜服，孕妇禁服,Contraindication,has_contraindication
牛黄,清心,Efficacy,has_efficacy
牛黄,豁痰,Efficacy,has_efficacy
牛黄,开窍,Efficacy,has_efficacy
牛黄,凉肝,Efficacy,has_efficacy
牛黄,息风,Efficacy,has_efficacy
牛黄,解毒,Efficacy,has_efficacy
牛黄,平肝息风止痉药,Category,belongs_to
牛黄,外科全生集,Literature,cited_by
牛黄,保婴撮要,Literature,cited_by
牛黄,药性论,Literature,cited_by
牛黄,纲目,Literature,cited_by
牛黄,圣济总录,Literature,cited_by
牛黄,小儿卫生总微论方,Literature,cited_by
牛黄,日用本草,Literature,cited_by
牛黄,普济方,Literature,cited_by
牛黄,圣惠方,Literature,cited_by
牛黄,小儿药证直诀,Literature,cited_by
牛黄,索问病机保命集,Literature,cited_by
牛黄,孕妇和脾虚便溏慎服,Contraindication,has_contraindication
水牛角,清热,Efficacy,has_efficacy
水牛角,凉血,Efficacy,has_efficacy
水牛角,定惊,Efficacy,has_efficacy
水牛角,解毒,Efficacy,has_efficacy
水牛角,平肝息风止痉药,Category,belongs_to
水牛角,长江以南各地均产。,Origin,produced_in
水牛角,纲目,Literature,cited_by
水牛角,四川中药志,Literature,cited_by
水牛角,圣济总录,Literature,cited_by
水牛角,肘后方,Literature,cited_by
水牛角,小儿卫生总微论方,Literature,cited_by
水牛角,中草药新医疗法资料选编,Literature,cited_by
水牛角,日华子本草,Literature,cited_by
水牛角,圣惠方,Literature,cited_by
水牛角,食物中药与便方,Literature,cited_by
水牛角,海上集验方,Literature,cited_by
水牛角,别录,Literature,cited_by
水牛角,孕妇、中虚胃寒者慎服大量服用常有上腹部不适，恶心，腹胀，食欲不振等反应,Contraindication,has_contraindication
羚羊角,平肝熄风,Efficacy,has_efficacy
羚羊角,清热镇惊,Efficacy,has_efficacy
羚羊角,解毒,Efficacy,has_efficacy
羚羊角,平肝息风止痉药,Category,belongs_to
羚羊角,长江以南各地均产。,Origin,produced_in
羚羊角,宣明论方,Literature,cited_by
羚羊角,药性论,Literature,cited_by
羚羊角,纲目,Literature,cited_by
羚羊角,圣济总录,Literature,cited_by
羚羊角,羚羊角散,Literature,cited_by
羚羊角,普济方,Literature,cited_by
羚羊角,圣惠方,Literature,cited_by
羚羊角,续青囊方,Literature,cited_by
羚羊角,本经,Literature,cited_by
羚羊角,浙江中医杂志,Literature,cited_by
羚羊角,方脉正宗,Literature,cited_by
羚羊角,别录,Literature,cited_by
羚羊角,脾虚慢惊患者禁服,Contraindication,has_contraindication
紫贝齿,平肝潜阳,Efficacy,has_efficacy
紫贝齿,镇惊安神,Efficacy,has_efficacy
紫贝齿,清肝明目,Efficacy,has_efficacy
紫贝齿,息风平抑肝阳药,Category,belongs_to
紫贝齿,福建,Origin,produced_in
紫贝齿,台湾,Origin,produced_in
紫贝齿,婴童百问,Literature,cited_by
紫贝齿,纲目,Literature,cited_by
紫贝齿,唐本草,Literature,cited_by
紫贝齿,普济方,Literature,cited_by
紫贝齿,饮片新参,Literature,cited_by
紫贝齿,脾胃虚寒者慎服,Contraindication,has_contraindication
枸骨叶,补肝肾,Efficacy,has_efficacy
枸骨叶,养气血,Efficacy,has_efficacy
枸骨叶,祛风湿,Efficacy,has_efficacy
枸骨叶,息风平抑肝阳药,Category,belongs_to
枸骨叶,福建,Origin,produced_in
枸骨叶,台湾,Origin,produced_in
枸骨叶,本草纲目,Literature,cited_by
枸骨叶,安徽中草药,Literature,cited_by
枸骨叶,浙江药用植物志,Literature,cited_by
枸骨叶,湖北中草药志,Literature,cited_by
枸骨叶,脾胃虚寒、肾阳不足慎服,Contraindication,has_contraindication
罗布麻叶,平肝安神,Efficacy,has_efficacy
罗布麻叶,清热利水,Efficacy,has_efficacy
罗布麻叶,息风平抑肝阳药,Category,belongs_to
罗布麻叶,药植图鉴,Literature,cited_by
罗布麻叶,内蒙古中草药,Literature,cited_by
罗布麻叶,新疆中草药手册,Literature,cited_by
罗布麻叶,浙江药用植物志,Literature,cited_by
罗布麻叶,江苏植药志,Literature,cited_by
罗布麻叶,陕西中草药,Literature,cited_by
罗布麻叶,食物中药与便方,Literature,cited_by
罗布麻叶,脾虚慢惊者慎用,Contraindication,has_contraindication
蒺藜,平肝解郁,Efficacy,has_efficacy
蒺藜,活血祛风,Efficacy,has_efficacy
蒺藜,明目,Efficacy,has_efficacy
蒺藜,止痒,Efficacy,has_efficacy
蒺藜,平肝息风药,Category,belongs_to
蒺藜,儒门事亲,Literature,cited_by
蒺藜,千金方,Literature,cited_by
蒺藜,纲目,Literature,cited_by
蒺藜,外台,Literature,cited_by
蒺藜,圣惠方,Literature,cited_by
蒺藜,《本经,Literature,cited_by
蒺藜,《药性论,Literature,cited_by
蒺藜,御药院方,Literature,cited_by
蒺藜,方龙潭家秘,Literature,cited_by
蒺藜,本草汇言,Literature,cited_by
蒺藜,肝虚、血虚气弱及孕妇慎服,Contraindication,has_contraindication
石决明,平肝潜阳,Efficacy,has_efficacy
石决明,清肝明目,Efficacy,has_efficacy
石决明,平抑肝阳药.,Category,belongs_to
石决明,本草求原,Literature,cited_by
石决明,山东中草药手册,Literature,cited_by
石决明,纲目,Literature,cited_by
石决明,圣济总录,Literature,cited_by
石决明,中草药新医疗法资料选编,Literature,cited_by
石决明,海药本草,Literature,cited_by
石决明,经验良方,Literature,cited_by
石决明,青岛中草药手册,Literature,cited_by
石决明,本草汇言,Literature,cited_by
石决明,脾胃虚寒者慎服，消化不良、胃酸缺乏者禁服,Contraindication,has_contraindication
赭石,平肝潜阳,Efficacy,has_efficacy
赭石,降逆,Efficacy,has_efficacy
赭石,止血,Efficacy,has_efficacy
赭石,平抑肝阳药.,Category,belongs_to
赭石,药性论,Literature,cited_by
赭石,千金方,Literature,cited_by
赭石,御药院方,Literature,cited_by
赭石,普济方,Literature,cited_by
赭石,本草再新,Literature,cited_by
赭石,衷中参西录,Literature,cited_by
赭石,长沙药解,Literature,cited_by
赭石,日华子本草,Literature,cited_by
赭石,本经,Literature,cited_by
赭石,朱氏集验医方,Literature,cited_by
赭石,方脉正宗,Literature,cited_by
赭石,仁斋直指方,Literature,cited_by
赭石,伤寒论,Literature,cited_by
赭石,别录,Literature,cited_by
蝉花,外感风热,Efficacy,has_efficacy
蝉花,发热头昏,Efficacy,has_efficacy
蝉花,咽痛,Efficacy,has_efficacy
